Country;Area;Waterbody Type;Date;Ammonia (mg/l);Biochemical Oxygen Demand (mg/l);Dissolved Oxygen (mg/l);Orthophosphate (mg/l);pH (ph units);Temperature (cel);Nitrogen (mg/l);Nitrate (mg/l);CCME_Values;CCME_WQI
Canada;SE660945-156129;River;12/01/1969;0.194381096;3.33;9.824;0.0945833;7.79;12.0;129.308;583.682;9.211.035.889.526.230;Good
Canada;SE660945-156129;River;12/01/1973;0.135455096;1.72;9.824;0.0525833;7.79;12.0;188.892;583.682;9.319.116.173.391.720;Good
Canada;SE660945-156129;River;12/01/1974;0.09187729;3.1;9.824;0.00508333;7.79;12.0;143.683;239.058;100.0;Excellent
Canada;SE660945-156129;River;12/01/1975;0.01717329;1.45;9.824;0.036;7.79;12.0;0.190833;956.232;100.0;Excellent
Canada;DK210467;River;12/01/1976;0.2254;4.7;9.824;0.119;7.79;12.0;1.09;0.2589795;9.095.787.931.216.930;Good
Canada;DK210467;River;12/01/1977;0.069552;3.75;9.824;0.082;7.79;12.0;2.07;0.3001506;925.942.486.584.971;Good
Canada;DK210467;River;12/01/1978;0.1932;2.84;9.824;0.05;7.79;12.0;3.2;0.340879;100.0;Excellent
Canada;UKEA_WIMS_SO_G0004151;River;12/01/1979;0.11592;2.79;9.824;0.07;7.79;12.0;3.71;0.4427;9.294.536.853.574.490;Good
Canada;DK190012;River;12/01/1980;0.29624;3.6;9.824;0.102;7.79;12.0;2.26;0.1474191;9.178.398.446.995.080;Good
Canada;UKEA_WIMS_SO_G0004151;River;12/01/1981;0.29624;3.33;9.824;0.11;7.79;12.0;2.34;0.4537675;9.140.646.532.980.410;Good
Canada;UKEA_WIMS_SO_G0004151;River;12/01/1982;0.55384;2.99;9.824;0.143;7.79;12.0;2.57;947.378;8.414.593.599.285.630;Good
Canada;UKEA_WIMS_SO_G0004151;River;12/01/1983;0.1932;3.58;9.824;0.11;7.79;12.0;2.15;1.013.783;9.140.646.532.980.410;Good
Canada;UKEA_WIMS_SO_G0004151;River;12/01/1984;0.20608;2.57;9.824;0.137;7.79;12.0;5.39;987.221;9.001.205.478.598.160;Good
Canada;UKEA_WIMS_MI_59394920;River;12/01/1985;0.20608;2.47;9.824;0.143;7.79;12.0;14.63;154.945;896.881.673.169.108;Good
Canada;UKEA_WIMS_MI_59394920;River;12/01/1986;14.168;2.82;9.824;0.113;7.79;12.0;14.11;1.536.169;8.196.574.473.718.240;Good
Canada;HU101179332;River;12/01/1987;33.484.136;28.285;9.824;0.1246;7.79;12.0;28.586;49.569.119;4.912.859.113.052.710;Marginal
Canada;HU101179332;River;12/01/1988;0.2967552;29.765;9.824;0.0696;7.79;12.0;20.971;8.114.691;9.295.480.568.589.650;Good
Canada;DK210355;Lake;12/01/1989;0.829472;22.711;9.824;13.344;7.79;12.0;417.842;103.906.117;54.942.662.520.366.800;Marginal
Canada;DK130002;Lake;12/01/1990;0.420532;37.448;9.824;0.1704;7.79;12.0;55.756;86.605.401;8.819.271.838.874.840;Good
Canada;DK310009;Lake;12/01/1991;20.265.392;69.557;9.824;0.1635;7.79;12.0;26.047;108.731.547;727.142.144.392.535;Fair
Canada;DK210355;Lake;12/01/1992;0.3429944;2.57;9.824;0.3464;7.79;12.0;22.813;270.047;797.326.633.587.898;Fair
Canada;DK620009;Lake;12/01/1993;0.2854208;68.653;10.62;0.1112;80.976;78.385;23.557;2.093.971;8.516.371.103.147.530;Good
Canada;BERW_01395;River;12/01/1994;0.1425816;26.615;7.16;0.19;821.192;71.579;25.055;2.386.153;8.713.086.988.042.980;Good
Canada;BERW_01281;River;12/01/1995;0.1218448;2.55;8.18;0.1;813.846;6.026;0.695;2.279.905;9.187.448.244.207.810;Good
Canada;BERW_01395;River;12/01/1996;0.1188824;27.961;11.684.103.383.014.400;0.0232;7.87;80.556;0.8283;2.235.635;100.0;Excellent
Canada;BERW_01395;River;12/01/1997;0.0422464;3.23;64.077;0.0132;7.98;91.217;0.3563;2.142.668;100.0;Excellent
Canada;BERW_01281;River;12/01/1998;0.0548688;2.62;9.185;0.17;77.525;63.175;0.5913;2.014.285;8.821.454.126.836.420;Good
Canada;DK620009;Lake;12/01/1999;0.0673624;2.37;89.714;0.0158;77.108;7.767;0.2827;64.992.787;100.0;Excellent
Canada;BERW_01395;River;12/01/2000;0.0297528;16.076;85.933;0.0134;81.712;8.625;12.874;609.473.944;100.0;Excellent
Canada;BERW_01281;River;12/01/2001;0.0552552;4.656;9.32;0.0193;80.663;14.3;0.7175;92.949.292;100.0;Excellent
Canada;BERW_01395;River;12/01/2002;0.0575736;25.629;76.941;0.13;83.733;90.333;0.3385;2.001.004;9.038.554.105.450.850;Good
Canada;BERW_01281;River;12/01/2003;0.0765072;0.62;9.281;0.189167;80.336;123.333;297.892;1.818.757.691;8.717.561.843.328.910;Good
Canada;BERW_01281;River;12/01/2004;81.867.212;5.65;8.7;0.1883;83.358;105.833;12.293;18.704.075;6.268.136.088.057.750;Marginal
Canada;DK620009;Lake;12/01/2005;0.1272544;2.5;100.333;0.1042;8.3;143.273;0.111;177.819.309;9.168.252.644.143.680;Good
Canada;DK210355;Lake;12/01/2006;0.0094024;127.083;7.1;0.1645;84.175;142.917;375.417;2.026.091.809;8.851.495.324.041.980;Good
Canada;DK510005;Lake;12/01/2007;0.0100464;226.733;11.18;0.0268333;19.445;142.667;15.275;1.981.821.809;9.119.073.501.335.570;Good
Canada;FISW_21;River;02/12/2007;0.014168;213.333;9.824;0.0025;69.418;0.35;0.0895;583.682;100.0;Excellent
Canada;DK510005;Lake;12/01/2008;0.06998129;206.667;11.256;0.298364;79.667;15.92;1.31;3.483.243.286;8.177.903.694.207.190;Good
Canada;FISW_21;River;08/06/2008;0.00322;213.333;9.824;0.0013;7.296;11.65;0.0118;583.682;100.0;Excellent
Canada;FRGLJ412510;Lake;02/12/2008;0.0048944;213.333;9.824;0.024;69.657;0.3333;13.467;583.682;100.0;Excellent
Canada;NO015-378-L;Lake;12/01/2009;0.054987296;0.870833;10.6;0.0522;8.06;15.4;67.153;81.673.723;9.319.239.373.298.380;Good
Canada;FISW_91;River;08/06/2009;0.00322;213.333;9.824;0.001;7.1;138.333;1.495;583.682;100.0;Excellent
Canada;FISW_85;River;02/12/2009;0.21896;213.333;9.824;0.024;6.8;0.1;0.37;583.682;100.0;Excellent
Canada;FRFR05104500;River;12/01/2010;0.0483;1.425;11.42;11.025;76.883;65.875;0.7279;1.125.932.191;6.260.246.663.941.150;Marginal
Canada;LTL34;Lake;10/04/2010;0.074704;2.203;9.824;0.007;8.153;17.15;0.305;13.281;100.0;Excellent
Canada;IENW_36_655;Lake;08/06/2010;0.007728;213.333;9.824;0.038;6.7;14.2;0.36;583.682;100.0;Excellent
Canada;FISW_21;River;02/12/2010;0.0061824;213.333;9.824;0.002;69.585;0.4;0.0955;583.682;100.0;Excellent
Canada;FRGR04164850;River;12/01/2011;0.4824848;12.375;9.824;0.0652;74.208;114.333;0.0349;53.048.741;930.477.351.925.597;Good
Canada;BERW_40032;River;12/03/2018;0.519;2.0;10.8;0.131;8.26;10.39;0.4;17.496;8.469.246.415.087.230;Good
Canada;EL001200030030N500;Lake;10/04/2011;0.06010671;1.4;9.824;0.0106667;809.333;153.333;0.4;194.788;100.0;Excellent
Canada;IENW_35_160;Lake;08/06/2011;0.00322;213.333;9.824;0.001;73.233;121.333;0.0107;583.682;100.0;Excellent
Canada;IT0806003000;River;12/01/2012;0.025003042;2.0;9.824;0.016307;79.167;120.333;0.0708;540.032.022;100.0;Excellent
Canada;BERW_04770;River;12/03/2018;0.536;2.0;10.45;0.207;7.62;10.69;0.4;30.881;81.729.315.817.415;Good
Canada;LTL214;Lake;10/04/2012;0.06869329;128.333;9.824;0.04;7.79;12.0;0.4;314.317;100.0;Excellent
Canada;EELM17;River;08/06/2012;0.01288;213.333;9.824;0.0026;67.227;15.55;0.4;583.682;100.0;Excellent
Canada;BERW_00360;River;09/06/2012;1.358;2.6;8.52;0.199;7.89;12.25;0.028;22.352;7.881.246.893.431.770;Fair
Canada;SKIDK021;River;10/06/2012;0.0499688;1.98;11.225;0.0462;8.161.666.667;1.126.666.667;0.4;93.669.768;100.0;Excellent
Canada;SKIDK153;River;11/06/2012;0.014381667;1.319.166.667;1.171.333.333;0.014333333;7.210.833.333;7.633.333.333;0.4;4.404.600.833;100.0;Excellent
Canada;SKIDK027;River;12/06/2012;0.045075;2.425;11.15;0.04;8.259.166.667;1.199.166.667;0.4;8.237.421.667;100.0;Excellent
Canada;SKIDK206;River;13/06/2012;0.103778333;1.02;1.154.166.667;0.033666667;7.883.333.333;8.258.333.333;0.4;52.608.075;100.0;Excellent
Canada;SKIDK250;River;14/06/2012;0.061385833;1.259.166.667;1.185.833.333;0.010666667;8.104.166.667;8.883.333.333;0.4;4.077.025.833;100.0;Excellent
Canada;SKIDK178;River;15/06/2012;0.117943333;1.97;1.080.833.333;0.0195;7.715.833.333;9.766.666.667;0.4;1.726.575.167;100.0;Excellent
Canada;SKIDK227;River;16/06/2012;0.169456667;1.688.333.333;9.3;0.042583333;7.861.666.667;1.114.166.667;0.4;5.644.459.167;100.0;Excellent
Canada;SKIDK199;River;17/06/2012;0.232239167;2.280.833.333;1.126.666.667;0.06175;8.005;9.125;0.4;101.958.825;9.310.588.617.276.750;Good
Canada;SKIDK108;River;18/06/2012;0.26615;3.283.333.333;102.625;0.17;8.004.166.667;11.475;0.4;150.177.075;8.821.454.126.836.420;Good
Canada;SKIDK181;River;29/05/2013;0.1375825;1.519.166.667;10.025;0.022166667;7.344.166.667;9.616.666.667;0.4;198.837.975;100.0;Excellent
Canada;SKIDK087;River;30/05/2013;0.072975833;1.675;1.116.666.667;0.026166667;79.825;6.541.666.667;0.4;1.696.915.833;100.0;Excellent
Canada;SKIDK003;River;31/05/2013;0.104205;3.115.833.333;1.084.166.667;0.092384167;8.09;1.131.666.667;0.4;1.245.536.333;9.220.186.995.776.490;Good
Canada;SKIDK211;River;01/06/2013;0.6016325;2.095.833.333;9.758.333.333;0.0755;7.796.666.667;1.274.166.667;0.4;6.302.566.667;8.601.111.651.788.310;Good
Canada;SKIDK043;River;02/06/2013;0.125563333;2.283.333.333;10.95;0.035666667;8.303.333.333;9.833.333.333;0.4;4.371.400.833;100.0;Excellent
Canada;SKIDK118;River;03/06/2013;0.825285;2.573.333.333;10.94;0.144583333;7.756.666.667;8.458.333.333;0.4;5.334.218.333;8.305.678.629.773.870;Good
Canada;SKIDK105;River;04/06/2013;0.080488333;2.341.666.667;1.134.666.667;0.039166667;7.990.833.333;1.161.666.667;0.4;99.158.925;100.0;Excellent
Canada;SKIDK188;River;05/06/2013;0.454496667;3.85;9.641.666.667;0.082333333;7.815;9.966.666.667;0.4;10.762.505;9.258.279.511.940.180;Good
Canada;SKIDK162;River;06/06/2013;0.113651667;1.489.166.667;115.625;0.113416667;7.675.833.333;10.4;0.4;9.838.425;912.387.443.056.611;Good
Canada;SKIDK002;River;07/06/2013;0.155934167;2.999.166.667;1.121.666.667;0.060391667;8.063.333.333;1.080.833.333;0.4;1.251.069.833;931.250.315.461.604;Good
Canada;SKIDK008;River;08/06/2013;0.209701667;22.475;10.75;0.098733333;81.725;1.266.666.667;0.4;1.215.508.417;9.193.088.985.456.240;Good
Canada;FISW_31;Lake;09/06/2013;0.1;213.333;9.4;0.001;67.582;16.425;0.4;583.682;100.0;Excellent
Canada;BERW_04313;River;10/06/2013;0.051;1.7;10.81;0.024;7.92;12.18;0.046;10.119;100.0;Excellent
Canada;SKIDK021;River;11/06/2013;0.0468764;1.816;1.086.666.667;0.0576;8.025;1.120.833.333;0.4;76.494.028;9.315.744.474.484.420;Good
Canada;SKIDK188;River;12/06/2013;0.1445225;2.411.666.667;10.025;0.0495;7.94;10.825;0.4;104.713;100.0;Excellent
Canada;SKIDK250;River;13/06/2013;0.047321667;1.133.333.333;1.183.333.333;0.005;80.175;9.35;0.4;4.168.511.667;100.0;Excellent
Canada;SKIDK199;River;14/06/2013;0.174364167;21.975;1.126.666.667;0.062333333;8.006.666.667;8.758.333.333;0.4;8.920.615;9.309.700.331.545.630;Good
Canada;SKIDK178;River;15/06/2013;0.155433333;2.999.166.667;1.014.166.667;0.036833333;7.699.166.667;1.204.166.667;0.4;1.303.910.417;100.0;Excellent
Canada;SKIDK003;River;16/06/2013;0.096478333;2.689.166.667;10.05;0.109983333;8.05;1.383.333.333;0.4;942.305;914.072.748.675.506;Good
Canada;SKIDK231;River;17/06/2013;0.149445833;33.325;9.508.333.333;0.03375;7.866.666.667;1.316.666.667;0.4;63.861.575;100.0;Excellent
Canada;SKIDK181;River;18/06/2013;0.1492625;1.793.333.333;9.85;0.024;7.315;11.025;0.4;1.749.940.917;100.0;Excellent
Canada;SKIDK063;River;19/06/2013;0.063318333;2.066.666.667;1.118.333.333;0.040416667;8.353.333.333;9.091.666.667;0.4;5.190.349.167;100.0;Excellent
Canada;SKIDK105;River;20/06/2013;0.072975833;2.958.333.333;105.175;0.043333333;7.99;1.185.833.333;0.4;7.617.675;100.0;Excellent
Canada;SKIDK211;River;21/06/2013;0.403593333;1.473.333.333;9.4;0.065083333;7.651.666.667;13.25;0.4;4.652.058.333;9.304.991.889.521.370;Good
Canada;SKIDK108;River;22/06/2013;0.240395833;3.941.666.667;10.025;0.181666667;7.951.666.667;1.228.333.333;0.4;1.533.126.667;8.758.023.014.172.510;Good
Canada;SKIDK002;River;23/06/2013;0.131250833;2.554.166.667;10.175;0.078675;8.021.666.667;1.445.833.333;0.4;9.044.931.667;9.270.382.238.259.130;Good
Canada;SKIDK118;River;24/06/2013;0.739858333;2.551.666.667;1.086.166.667;0.164666667;78.125;1.009.166.667;0.4;4.932.120.833;8.260.307.053.806.770;Good
Canada;SKIDK043;River;25/06/2013;0.061170833;1.883.333.333;11.15;0.030666667;8.313.333.333;11.375;0.4;3.677.881.667;100.0;Excellent
Canada;SKIDK162;River;26/06/2013;0.1374775;2.893.333.333;1.003.083.333;0.1595;7.669.166.667;1.420.833.333;0.4;7.639.810.833;887.883.845.176.972;Good
Canada;SKIDK153;River;27/06/2013;0.018995833;0.9;1.115.666.667;0.014333333;73.025;1.076.666.667;0.4;4.105.795.833;100.0;Excellent
Canada;SKIDK008;River;28/06/2013;0.368855833;3.785;1.000.833.333;0.127183333;80.925;13.925;0.4;1.007.082.667;9.053.405.661.886.440;Good
Canada;FISW_657;Lake;09/06/2014;0.1;213.333;6.48;0.0011;74.473;19.95;0.4;583.682;100.0;Excellent
Canada;ES080ESPFES080-JU024;River;10/06/2014;0.05;19.5;11.684.103.383.014.400;0.1;7.644;10.6;0.4;11.75;8.165.339.467.426.600;Good
Canada;ES010ESBTMS018SUB;River;11/06/2014;0.05;2.0;8.8;0.05;7.79;16.55;0.4;12.0;100.0;Excellent
Canada;IEMRRS36F010200;River;12/01/1991;0.0795984;272.222;10.025;0.04075;5.01;12.0;2.11;0.053124;100.0;Excellent
Canada;IEMRRS24D020400;River;12/01/1992;0.066087151;286.667;111.077;0.00219696;4.925;12.0;0.0436087;0.022135;100.0;Excellent
Canada;IEMRRS26S010300;River;12/01/1993;10.562.888;163.333;948.333;0.0163;77.358;67.082;0.865;0.048697;9.161.562.362.796.780;Good
Canada;IEMRRS16A020600;River;12/01/1994;0.054030441;176.591;104.864;0.0309558;8.01;61.117;168.545;0.17708;100.0;Excellent
Canada;IEMRRS22G010500;River;12/01/1995;0.010798167;213.333;7.875;0.00787415;7.97;61.083;0.4;0.22135;100.0;Excellent
Canada;NO6247;River;12/01/1996;0.1360128;213.333;11.684.103.383.014.400;0.061;5.09;68.064;0.4;0.17708;9.311.672.543.579.720;Good
Canada;IEMRRS18F050500;River;12/01/1997;0.111719961;15.375;91.125;0.0531875;5.08;14.47;3.179;174.087.348;9.318.882.522.292.730;Good
Canada;IEMRRS18F050500;River;12/01/1998;0.031556;3.975;11.8;0.058;5.15;7.45;0.4;0.028037652;9.315.338.426.593.540;Good
Canada;CHRW-1345;River;12/01/1999;0.1375584;1.52;10.525;0.0124;83.133;196.667;124.567;424.992;100.0;Excellent
Canada;CHRW-1345;River;12/01/2000;0.121072;1.5;10.25;0.1022;81.975;116.583;0.636642;438.273;9.177.484.170.277.130;Good
Canada;CHRW-1345;River;12/01/2001;0.17769892;154.539;9.075;0.023;81.725;11.425;12.5;137.312.259;100.0;Excellent
Canada;CHRW-1345;River;12/01/2002;0.052107328;0.558333;102.167;0.0114;8.17;107.583;0.636364;509.105;100.0;Excellent
Canada;CHRW-1345;River;12/01/2003;0.12450671;0.35;9.75;0.0634;8.505;112.417;0.545455;469.262;863.327.498.326.662;Good
Canada;CHRW-1339;River;12/01/2004;0.01932;0.741667;11.566;0.0227;8.225;11.7;1.84;47.922.275;100.0;Excellent
Canada;CHRW-1339;River;12/01/2005;0.051060184;0.93;10.216;0.0127;83.167;10.95;166.429;5.245.995;100.0;Excellent
Canada;CHRW-3627;River;12/01/2006;0.041612318;213.333;116.167;0.0216;82.017;12.125;0.4;56.776.275;100.0;Excellent
Canada;CHRW-3627;River;12/01/2007;0.060858;213.333;100.778;0.0162;81.225;12.975;0.450192;43.570.534;100.0;Excellent
Canada;IEMRRS09L012100;River;12/01/2008;0.18998;1.25;109.194;0.006;83.333;88.083;438.276;53.270.091;100.0;Excellent
Canada;CHRW-1345;River;12/01/2009;0.00644;14.333;102.167;0.02075;821.583;121.667;19.382;4.109.730.191;100.0;Excellent
Canada;IEMRRS22F020300;River;12/01/2010;0.02787979;1.21;104.611;0.0243333;756.647;965.417;0.2855;59.490.026;100.0;Excellent
Canada;IEMRRS08N010700;River;12/01/2011;0.029991982;1.47;977.583;0.0296429;786.667;106.938;144.438;3.189.454.285;100.0;Excellent
Canada;IEMRRS18F050030;River;08/06/2011;0.157136;6.1;8.8;0.101;7.51;13.7;1.45;6.321.756;8.563.772.235.006.510;Good
Canada;CHRW-1765;River;12/01/2012;0.032957602;156.471;113.708;0.0766667;78.375;106.167;212.138;3.390.342.691;927.656.862.960.128;Good
Canada;EL001200030020H500;River;10/04/2012;0.198153648;213.333;9.824;0.16129;891.667;12.0;0.4;0.402454586;8.357.283.016.856.000;Good
Canada;EL001200030050H500;River;08/06/2012;0.227876824;213.333;9.824;0.16;8.13;12.0;0.4;1.353.254.214;8.876.103.711.876.220;Good
Canada;ES020ESPF004300177;Lake;09/06/2012;0.232;4.0;11.684.103.383.014.400;0.12;8.18;12.0;0.4;5.4;9.090.679.455.747.010;Good
Canada;ESCHC2129;River;10/06/2012;0.2;1.083;9.557;0.4;7.693;15.167;0.4;6.0;7.766.678.562.421.560;Fair
Canada;ES080ESBT08-142-CA002;River;11/06/2012;0.046;2.0;3.72;0.2;7.79;18.95;0.4;28.75;8.659.700.897.114.690;Good
Canada;DESM_130010;Lake;12/06/2012;0.043166667;1.7;10.42;0.019666667;7.638.333.333;11.29;0.4;0.1035;100.0;Excellent
Canada;CZPOH_1008;River;13/06/2012;0.11921;220.833;10.675;0.0346;8.05;1.123.333;0.4;900.116;100.0;Excellent
Canada;CZPOD_1152;River;14/06/2012;0.40873;323.571;1.032.857;0.07093;760.333;1.116.667;0.4;949.865;9.292.281.454.523.410;Good
Canada;CZPVL_1080;River;15/06/2012;0.20084;205.833;1.023.333;0.061;741.667;11.25;0.4;1.405.509;9.311.672.543.579.720;Good
Canada;CZPOH_1087;River;16/06/2012;0.27387;2.55;9.824;0.11496;7.79;12.0;0.4;2.379.405;9.116.189.751.035.640;Good
Canada;CZPMO_1134;River;17/06/2012;0.1959;266.667;1.003.333;0.07186;7.675;1.123.333;0.4;1.121.456;9.289.941.739.291.140;Good
Canada;CZPOH_1028;River;18/06/2012;0.35549;330.833;941.667;0.09901;771.667;12.65;0.4;1.973.615;9.191.863.133.786.360;Good
Canada;CZPVL_1051;River;19/06/2012;0.13532;516.667;10.925;0.061;784.167;1.134.167;0.4;938.113;9.311.672.543.579.720;Good
Canada;CZPMO_YPPMA024;River;20/06/2012;0.13941;2.925;1.160.833;0.0352;809.167;1.224.167;0.4;967.256;100.0;Excellent
Canada;CZPVL_1058;River;21/06/2012;0.12995;3.95;10.375;0.061;7.4;10.45;0.4;847.732;9.311.672.543.579.720;Good
Canada;CZPMO_1185;River;22/06/2012;0.39255;438.333;1.016.667;0.2745;8.2;10.675;0.4;1.715.385;828.697.298.317.286;Good
Canada;CZPOD_1164;River;23/06/2012;0.46934;4.375;1.181.667;0.37288;772.417;929.167;0.4;1.307.382;7.868.491.793.722.650;Fair
Canada;CZPMO_1205;River;24/06/2012;0.05187;254.167;1.051.667;0.02552;810.833;1.168.333;0.4;1.747.848;100.0;Excellent
Canada;CZPMO_1167;River;25/06/2012;0.12716;2.7;985.833;0.06246;761.667;10.975;0.4;1.191.547;9.309.502.258.565.730;Good
Canada;CZPMO_VPPVL001;River;26/06/2012;0.18741;2.225;1.088.333;0.16035;818.333;1.030.833;0.4;844.781;8.874.189.392.577.160;Good
Canada;CZPOH_1027;River;27/06/2012;0.20943;221.667;1.095.833;0.31635;806.667;1.066.667;0.4;1.840.811;8.098.998.985.482.950;Good
Canada;CZPVL_1066;River;28/06/2012;0.10096;290.833;1.044.167;0.05857;7.65;1.031.667;0.4;2.493.764;931.472.575.959.255;Good
Canada;CZPMO_1201;River;29/06/2012;0.11793;1.4;10.525;0.15954;8.1;1.025.833;0.4;2.080.596;8.878.619.673.386.480;Good
Canada;CZPMO_DPPDY022;River;30/06/2012;0.09505;165.833;988.333;0.07006;798.333;1.231.667;0.4;2.172.821;929.439.392.100.175;Good
Canada;CZPMO_3639;River;01/07/2012;0.08109;1.925;10.875;0.04479;7.6;1.019.167;0.4;1.029.231;100.0;Excellent
Canada;CZPVL_105;River;02/07/2012;0.16808;209.167;1.051.667;0.06183;774.167;1.178.333;0.4;1.372.308;93.104.691.260.643;Good
Canada;CZPLA_33;River;03/07/2012;0.16432;188.333;906.667;0.28075;774.583;1.286.667;0.4;1.339.107;8.257.918.522.039.430;Good
Canada;CZPVL_3288;River;04/07/2012;0.06229;214.167;1.049.167;0.03424;769.167;993.333;0.4;523.838;100.0;Excellent
Canada;CZPMO_401;River;28/05/1996;0.19848;3.375;10.675;0.04849;8.15;1.378.333;0.4;986.439;100.0;Excellent
Canada;CZPOH_1022;River;29/05/1996;0.13425;1.8;11.325;0.03093;7.775;9.075;0.4;317.623;100.0;Excellent
Canada;CZPVL_1044;River;30/05/1996;0.03866;153.333;9.525;0.03275;774.167;1.080.833;0.4;1.114.078;100.0;Excellent
Canada;CZPVL_1094;River;31/05/1996;0.08109;2.85;1.086.364;0.061;793.333;12.2;0.4;1.077.188;9.311.672.543.579.720;Good
Canada;CZPOD_5526;River;01/06/1996;0.44034;293.333;10.875;0.10681;77.425;11.45;0.4;1.114.078;9.155.975.474.020.430;Good
Canada;CZPMO_1181;River;02/06/1996;0.30673;2.575;998.333;0.11143;803.333;1.303.333;0.4;1.925.658;913.366.888.474.859;Good
Canada;CZPMO_3742;River;03/06/1996;0.1466;279.167;10.175;0.05213;763.333;10.6;0.4;1.951.481;9.319.259.766.084.230;Good
Canada;CZPOD_1146;River;04/06/1996;0.26098;335.833;1.064.167;0.09893;751.167;1.005.833;0.4;947.704;919.221.795.707.506;Good
Canada;CZPVL_1083;River;05/06/1996;0.15251;358.333;10.075;0.061;744.167;11.325;0.4;1.253.522;9.311.672.543.579.720;Good
Canada;CZPMO_1190;River;06/06/1996;0.03329;281.667;10.75;0.16429;816.667;1.024.167;0.4;2.132.242;8.852.643.347.855.030;Good
Canada;CZPMO_3664;River;07/06/1996;0.05832;1.875;1.263.333;0.07988;831.667;1.056.667;0.4;645.575;9.266.511.478.122.290;Good
Canada;CZPVL_3312;River;08/06/1996;0.22608;296.667;11.325;0.16687;7.575;894.167;0.4;188.139;8.838.543.365.899.080;Good
Canada;CZPVL_1062;River;09/06/1996;0.14338;374.167;1.204.167;0.07053;821.667;1.078.333;0.4;2.235.534;9.293.261.950.177.230;Good
Canada;CZPVL_3114;River;10/06/1996;0.10579;3.8;10.3;0.061;7.775;1.033.333;0.4;206.584;9.311.672.543.579.720;Good
Canada;CZPVL_4005;River;11/06/1996;0.15251;298.333;1.029.167;0.061;7.5;1.089.167;0.4;762.147;9.311.672.543.579.720;Good
Canada;CZPLA_24;River;12/06/1996;0.24809;153.333;11.9;0.061;775.455;873.333;0.4;1.689.562;9.311.672.543.579.720;Good
Canada;CZPMO_3670;River;13/06/1996;0.11245;2.1;1.171.667;0.061;811.667;1.275.833;0.4;916.717;9.311.672.543.579.720;Good
Canada;CZPVL_3923;River;14/06/1996;0.05263;218.333;11.05;0.061;756.667;919.167;0.4;514.984;9.311.672.543.579.720;Good
Canada;CZPOH_1036;River;15/06/1996;0.058;218.333;1.200.833;0.02226;753.333;933.333;0.4;7.378;100.0;Excellent
Canada;CZPLA_44;River;16/06/1996;0.22124;213.333;9.25;0.061;784.167;1.171.667;0.4;1.944.103;9.311.672.543.579.720;Good
Canada;CZPVL_1072;River;17/06/1996;0.08055;156.667;10.225;0.061;7.4;10.95;0.4;1.202.614;9.311.672.543.579.720;Good
Canada;CZPOH_1019;River;18/06/1996;0.36409;330.833;1.058.333;0.0483;751.667;9.875;0.4;1.412.887;100.0;Excellent
Canada;CZPOD_1165;River;19/06/1996;0.10096;1.95;1.148.333;0.12774;776.167;1.059.167;0.4;1.024.804;9.050.479.835.512.300;Good
Canada;CZPMO_1168;River;20/06/1996;0.59596;360.833;1.019.167;0.17013;798.333;1.229.167;0.4;1.523.557;8.295.455.943.134.020;Good
Canada;CZPOH_1032;River;21/06/1996;0.17721;226.667;1.103.333;0.04794;7.825;9.7;0.4;984.963;100.0;Excellent
Canada;CZPMO_1202;River;22/06/1996;0.13704;306.667;1.093.333;0.07251;791.667;978.333;0.4;2.150.687;9.288.257.290.712.180;Good
Canada;CZPVL_1092;River;23/06/1996;0.04672;225.833;1.095.833;0.061;7.85;9.725;0.4;1.110.389;9.311.672.543.579.720;Good
Canada;CZPOH_1101;River;24/06/1996;0.09738;171.111;9.824;0.0437;7.79;12.0;0.4;1.583.811;100.0;Excellent
Canada;ES010ESBTMS016SUB;River;25/06/1996;0.05;1.5;4.26;0.05;7.79;20.6;0.4;0.1;100.0;Excellent
Canada;DESM_130010;Lake;26/06/1996;0.01;1.5;10.44;0.002;8.525;11.99;0.032052632;0.01;9.319.564.752.073.010;Good
Canada;CZPOH_1008;River;27/06/1996;0.1;2.925;11.4;0.061;8.35;10.85;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPVL_4004;River;28/06/1996;0.22017;5.5;10.625;0.061;801.667;1.105.833;0.4;1.321.215;9.311.672.543.579.720;Good
Canada;CZPVL_1058;River;29/06/1996;0.17291;355.833;1.018.333;0.061;7.475;1.024.167;0.4;861.013;9.311.672.543.579.720;Good
Canada;CZPMO_1175;River;30/06/1996;0.48491;438.333;12.275;0.13752;826.667;12.325;0.4;1.186.014;8.998.410.187.704.130;Good
Canada;CZPLA_246;River;01/07/1996;0.07572;211.667;918.333;0.06482;779.167;11.875;0.4;1.309.595;930.547.929.350.422;Good
Canada;CZPVL_1083;River;02/07/1996;0.09075;2.475;9.85;0.061;7.75;11.525;0.4;1.176.791;9.311.672.543.579.720;Good
Canada;CZPOD_1163;River;03/07/1996;0.31253;355.833;10.475;0.07909;76.875;1.114.167;0.4;1.139.901;9.269.062.338.821.690;Good
Canada;CZPMO_1201;River;04/07/1996;0.15874;211.667;1.059.167;0.15521;796.667;964.167;0.4;1.641.605;8.902.297.136.806.620;Good
Canada;CZPOD_1152;River;05/07/1996;0.40597;270.833;10.225;0.05571;778.083;1.066.667;0.4;782.806;9.317.392.830.940.960;Good
